105.665, 130.137, 2.382, 45.100 False
105.427, 130.163, 2.403, 45.200 False
105.188, 130.193, 2.420, 45.300 False
104.947, 130.224, 2.431, 45.400 False
104.706, 130.254, 2.441, 45.500 False
104.463, 130.280, 2.449, 45.600 False
104.219, 130.309, 2.458, 45.700 False
103.974, 130.330, 2.461, 45.800 False
103.729, 130.356, 2.470, 45.900 False
103.482, 130.367, 2.455, 46.000 False
103.235, 130.375, 2.474, 46.100 False
102.988, 130.372, 2.469, 46.200 False
102.739, 130.370, 2.485, 46.300 False
102.490, 130.369, 2.492, 46.400 False
102.240, 130.372, 2.492, 46.500 False
101.992, 130.366, 2.484, 46.600 False
101.743, 130.362, 2.492, 46.700 False
101.496, 130.339, 2.446, 46.800 False
101.251, 130.303, 2.471, 46.900 False
101.002, 130.264, 2.502, 47.000 False
100.753, 130.231, 2.514, 47.100 False
100.505, 130.192, 2.494, 47.200 False
100.257, 130.158, 2.500, 47.300 False
100.012, 130.111, 2.484, 47.400 False
99.766, 130.066, 2.504, 47.500 False
99.524, 130.005, 2.468, 47.600 False
99.282, 129.942, 2.497, 47.700 False
99.036, 129.884, 2.521, 47.800 False
98.789, 129.839, 2.510, 47.900 False
98.546, 129.782, 2.490, 48.000 False
98.303, 129.726, 2.502, 48.100 False
98.064, 129.653, 2.461, 48.200 False
97.842, 129.550, 2.367, 48.300 False
97.622, 129.435, 2.478, 48.400 False
97.389, 129.324, 2.577, 48.500 False
97.167, 129.199, 2.461, 48.600 False
96.954, 129.072, 2.459, 48.700 False
96.748, 128.933, 2.453, 48.800 False
96.536, 128.794, 2.521, 48.900 False
96.336, 128.641, 2.455, 49.000 False
96.137, 128.489, 2.499, 49.100 False
95.930, 128.340, 2.536, 49.200 False
95.722, 128.195, 2.524, 49.300 False
95.521, 128.045, 2.498, 49.400 False
95.318, 127.897, 2.514, 49.500 False
95.128, 127.734, 2.463, 49.600 False
94.950, 127.559, 2.476, 49.700 False
94.790, 127.369, 2.411, 49.800 False
94.633, 127.171, 2.501, 49.900 False
94.491, 126.961, 2.465, 50.000 False
94.346, 126.751, 2.529, 50.100 False
94.211, 126.534, 2.501, 50.200 False
94.071, 126.322, 2.534, 50.300 False
93.939, 126.104, 2.508, 50.400 False
93.805, 125.889, 2.529, 50.500 False
93.684, 125.667, 2.497, 50.600 False
93.559, 125.447, 2.529, 50.700 False
93.446, 125.220, 2.497, 50.800 False
93.334, 124.994, 2.521, 50.900 False
93.234, 124.762, 2.497, 51.000 False
93.131, 124.531, 2.524, 51.100 False
93.047, 124.294, 2.451, 51.200 False
92.972, 124.055, 2.496, 51.300 False
92.901, 123.811, 2.522, 51.400 False
92.823, 123.568, 2.538, 51.500 False
92.752, 123.325, 2.509, 51.600 False
92.676, 123.085, 2.520, 51.700 False
92.611, 122.841, 2.504, 51.800 False
92.542, 122.596, 2.510, 51.900 False
92.484, 122.351, 2.496, 52.000 False
92.424, 122.106, 2.520, 52.100 False
92.375, 121.859, 2.507, 52.200 False
92.323, 121.613, 2.515, 52.300 False
92.290, 121.368, 2.483, 52.400 False
92.261, 121.119, 2.510, 52.500 False
92.232, 120.868, 2.518, 52.600 False
92.199, 120.617, 2.517, 52.700 False
92.169, 120.367, 2.508, 52.800 False
92.131, 120.119, 2.514, 52.900 False
92.103, 119.870, 2.504, 53.000 False
92.073, 119.620, 2.510, 53.100 False
92.050, 119.370, 2.505, 53.200 False
92.024, 119.121, 2.510, 53.300 False
92.006, 118.871, 2.502, 53.400 False
91.985, 118.621, 2.508, 53.500 False
91.978, 118.371, 2.486, 53.600 False
91.970, 118.121, 2.506, 53.700 False
91.964, 117.869, 2.512, 53.800 False
91.950, 117.618, 2.509, 53.900 False
91.941, 117.368, 2.503, 54.000 False
91.929, 117.118, 2.506, 54.100 False
91.922, 116.867, 2.503, 54.200 False
91.912, 116.617, 2.506, 54.300 False
91.908, 116.367, 2.502, 54.400 False
91.899, 116.116, 2.505, 54.500 False
91.901, 115.866, 2.496, 54.600 False
91.902, 115.616, 2.504, 54.700 False
91.909, 115.366, 2.500, 54.800 False
91.911, 115.116, 2.505, 54.900 False
91.915, 114.865, 2.504, 55.000 False
91.915, 114.615, 2.504, 55.100 False
91.915, 114.364, 2.503, 55.200 False
91.916, 114.114, 2.503, 55.300 False
91.916, 113.864, 2.503, 55.400 False
91.917, 113.614, 2.503, 55.500 False
91.918, 113.363, 2.502, 55.600 False
91.919, 113.113, 2.502, 55.700 False
91.927, 112.863, 2.499, 55.800 False
91.932, 112.613, 2.502, 55.900 False
91.942, 112.363, 2.500, 56.000 False
91.949, 112.113, 2.502, 56.100 False
91.958, 111.863, 2.502, 56.200 False
91.964, 111.613, 2.502, 56.300 False
91.970, 111.363, 2.502, 56.400 False
91.976, 111.113, 2.502, 56.500 False
91.982, 110.863, 2.501, 56.600 False
91.988, 110.613, 2.501, 56.700 False
91.994, 110.363, 2.501, 56.800 False
92.000, 110.113, 2.501, 56.900 False
92.007, 109.863, 2.501, 57.000 False
92.014, 109.613, 2.501, 57.100 False
92.021, 109.362, 2.501, 57.200 False
92.029, 109.112, 2.501, 57.300 False
92.036, 108.862, 2.501, 57.400 False
92.043, 108.612, 2.501, 57.500 False
